"","valeur_reelle","Random_Forest","Rpart","Gradient","Regression","Regression_backward","Regression_penalisee","SVM","SVM_lineaire","Extra_Gradient"
"2353",2.4,2.46724666666667,2.76388888888889,2.51608466053809,2.59603769972181,2.60281637609123,2.61457542137105,2.65323730592207,2.62730671472734,2.61519336700439
"2354",2,2.84764,2.90078740157481,2.78725218494977,2.70988225565525,2.72091451498636,2.77317555386486,2.51296922366459,2.729574643932,2.66208028793335
"2355",3.6,3.43975666666666,2.76388888888889,3.08527732956295,2.85812991059864,2.86398151937034,2.8859314801292,2.99395160023113,2.9394130299493,3.13591027259827
"2356",2.7,2.78848333333334,2.90740740740741,2.84649708526098,2.7519811721546,2.75582014375896,2.76310687392706,2.75892813541515,2.79586869638851,2.85220766067505
"2357",3.1,3.15826666666666,2.90740740740741,3.02063478809652,3.00848090773963,3.00055042298847,3.00120186220526,3.167173582194,3.04106695257487,3.02040934562683
"2358",2.6,2.78053333333333,3.07530120481928,2.9144299291845,2.95318183780127,2.95481505916192,2.95850866558346,2.85679527621703,2.91370214747331,2.88850736618042
"2359",3.7,3.41427000000001,2.85261194029851,3.03261270859491,3.04269189752209,3.04320965410405,3.0337236751492,3.00395762938819,3.04639591834234,3.00061655044556
"2360",2.2,2.48722666666667,3.07321428571428,2.6788874610608,2.72143000541864,2.72045973322737,2.75322436362117,2.73108274187269,2.75599886915675,2.7649257183075
"2361",2.8,2.92471666666667,2.85261194029851,2.81738469898785,2.871298832695,2.86660393378273,2.85307340361233,2.90151340326366,2.88336394470262,2.71150779724121
"2362",3.6,3.17457999999999,2.78723404255319,2.72964795274071,2.71303286694469,2.71508760924805,2.73360298864845,2.50495644580648,2.71263449241074,2.59107446670532
"2363",3.4,3.37836000000001,3.2664047151277,3.04306615873227,2.94219680585542,2.9499617758486,2.97126862899152,3.34143476854313,3.02575283927613,3.40867829322815
"2364",2.7,2.72248333333334,2.96904761904762,2.88441006187813,2.82592800891482,2.82972748188123,2.83807512979797,2.84347107156486,2.84300808719224,2.73634958267212
"2365",3.2,3.07684333333334,3.09705882352941,2.7192584910047,2.84640536769492,2.84268441231127,2.80429650589494,3.1412440259984,2.97556287390819,2.94293260574341
"2366",2.7,2.85744666666667,3.2664047151277,3.00427086281219,2.85226946596083,2.84430121728597,2.85000901178764,2.75892952735046,2.85485504282389,2.89789199829102
"2367",3.2,3.18961333333334,3.15805396565821,3.3049995078209,3.17029114598952,3.17584446491197,3.16311233126265,3.14107128577393,3.1553743970271,3.26796460151672
"2368",3,2.93924333333333,2.85261194029851,2.848098217248,2.95824583289926,2.95517978547369,2.9396529038427,2.90207025176681,2.98398736599153,2.91371512413025
"2369",3.2,2.64532333333333,2.30754716981132,2.6958959452103,2.65776115455982,2.6588686233687,2.6668731278904,2.68927049410071,2.68886532166308,2.56207180023193
"2370",1.5,1.93868333333333,3.15805396565821,2.23029951261139,2.49683011436065,2.49696586942935,2.53702987607021,2.07930644116532,2.49751564069287,2.0449914932251
