"","valeur_reelle","Random_Forest","Rpart","Gradient","Regression","Regression_backward","Regression_penalisee","SVM","SVM_lineaire","Extra_Gradient"
"1919",2.4,3.11930666666666,2.99304743339831,2.97048688500691,2.84358704784953,2.85918865288534,2.91415298236647,3.11320556068284,2.83904379641001,2.92098093032837
"1920",2.1,2.72247,2.75630136986302,2.71771701945898,2.89732817948772,2.93353237472888,2.87024707475731,2.77067970341524,2.88764394573092,2.80127954483032
"1921",3.3,3.16318666666666,3.31250000000001,2.96953900155274,2.99716759362096,3.00087202620394,3.00313321103679,3.34766941127375,3.06929585319377,3.09381794929504
"1922",3.6,3.58014333333333,3.31250000000001,3.64968926534957,3.48163071288771,3.48388816312509,3.49193837860872,3.54454628734038,3.53782043390289,3.52073836326599
"1923",3.1,3.39719333333334,3.31250000000001,3.45434931553325,3.21229527278231,3.21926336204004,3.2126870102736,3.39030939138637,3.25960249303862,3.52949213981628
"1924",3.5,2.73893666666667,2.75630136986302,2.46442752328927,2.75345754122447,2.74273775021301,2.74641609989947,2.45618003041669,2.77268014552419,2.5254373550415
"1925",2.7,2.76913666666667,2.75630136986302,2.67244839067319,2.77435830384119,2.77443700657164,2.77781308253301,2.86128099244971,2.79268233030653,2.75256991386414
"1926",2.4,2.81088,2.99304743339831,2.68735782421675,2.88340344891732,2.85557025340777,2.90419558810812,2.72666559149543,2.90959633524496,2.62741923332214
"1927",2.6,3.32294333333333,3.31250000000001,3.07047502297652,2.73995645430272,2.81167673821252,2.8124085770586,2.8251613556345,2.72102800859854,3.24170255661011
"1928",3.7,2.82321666666667,2.99304743339831,2.80135023405391,2.85374731330135,2.85144261116885,2.86419185038658,2.78582640305394,2.88838875648614,2.78437924385071
"1929",3.2,3.26476666666667,3.26235408560311,3.49954065150914,3.80479843400484,3.62310752899745,3.51774516333522,3.45961155983817,3.68691061558373,3.64078450202942
"1930",3.1,3.06267,3.1956678700361,2.89414741985222,2.79177628463234,2.79925519415899,2.79343521153497,3.02547768527107,2.81028948498565,3.10406398773193
"1931",2.9,3.32259,2.99304743339831,3.28989067138674,3.06474404945552,3.06364071755452,3.0816062247365,3.32950455119205,3.14989409883852,3.22783255577087
"1932",2.6,2.89506333333334,2.99304743339831,3.03609490267998,2.92950731587664,2.92921642905417,2.9213876310347,3.19119446775249,2.89401887141423,2.8949294090271
